Image,EAR
frame_1.png,0.46194877289478753
frame_1.png,0.4589423674778521
frame_1.png,0.3491574212460923
frame_3.png,0.4120040431297233
frame_3.png,0.4250110042739885
frame_3.png,0.4218599905051843
frame_2.png,0.4586299078608632
frame_2.png,0.38387322171731875
frame_2.png,0.4332454907937815
